Date,Equal_Weighted,Historical_Risk_Parity,Method_A_XGBoost,Method_B_XGBoost,Method_C_XGBoost,Method_A_ARMA
2020-09-04,1.4540677973127782,1.4166113504265705,1.4670135334236571,1.4182753901584375,1.3448790371143773,1.5491417077993481
2020-09-08,1.4142813691016087,1.386155573741868,1.4263770421055801,1.3792134513811731,1.303479159243711,1.5112413161812717
2020-09-09,1.435134390164411,1.4032071623657707,1.4517609487521628,1.4020915015625521,1.328149206382446,1.5333724622373996
2020-09-10,1.4125636887139952,1.3823791295975003,1.4309451539199496,1.381027716081437,1.3089884600592387,1.510647851417301
2020-09-11,1.418881131647103,1.390557877414085,1.4331342295791032,1.3853654165136466,1.310829899586732,1.5179055965026822
2020-09-14,1.4344578978441611,1.4040972473739222,1.4485583320770836,1.4002760900121767,1.3251286403807832,1.5327711379931106
2020-09-15,1.4368319840093617,1.4054233271741492,1.4557193663321977,1.4056061924896641,1.3322369054513776,1.537337330689124
2020-09-16,1.444058608384141,1.4120912964963057,1.4575531270510784,1.4084800947442027,1.3331850591948544,1.5409989351675395
2020-09-17,1.4387462376701023,1.4095134638573854,1.4486113170347488,1.4008751087095332,1.323098249968701,1.5360131370472832
2020-09-18,1.42730579136639,1.4013460409957086,1.4382095919246605,1.389905136178644,1.312794126089627,1.5260350281697395
2020-09-21,1.4077879788859737,1.3790995231660177,1.4287399773969822,1.3784143144395355,1.3048138178156543,1.5083950224765776
2020-09-22,1.4149612734276156,1.3844099038635431,1.4394924176657107,1.388442468473958,1.3155710795961912,1.5181527831198545
2020-09-23,1.396765828513379,1.3708844465650514,1.4129180073755452,1.367997917322512,1.2974942863452894,1.5033017605513386
2020-09-24,1.3922514875185794,1.3690131808055082,1.4129731619844041,1.3657820004917547,1.2967362976599264,1.5017830647883295
2020-09-25,1.413885226292813,1.3866640204989322,1.4322937854257887,1.3859975314526745,1.3130595924414243,1.5185601904025507
2020-09-28,1.4355564504630982,1.4031822350399576,1.448765775594467,1.4051565158977621,1.327398126549664,1.5339746550228077
2020-09-29,1.4308756982787618,1.3984102261718332,1.4465329105976996,1.4022530948028176,1.3278090708070172,1.5313526482455313
2020-09-30,1.4477864304437775,1.4146335573600988,1.4653257824812607,1.4199020333965633,1.3431661418259426,1.5495998255068935
2020-10-01,1.4528698247328924,1.4171662538261744,1.4732214081398212,1.427151062522732,1.354167735609617,1.5556398170611752
2020-10-02,1.4372067359882486,1.4018344808345111,1.4545090803574157,1.4105234548031595,1.3374749671768926,1.535700249143294
