Date,AMGN,BA,CRM,CVX,INTC,MRK,NKE,UNH,VZ,WMT
2015-01-23,114.71113586425781,117.74169158935547,57.771820068359375,65.39163208007812,27.965513229370117,42.050819396972656,41.228546142578125,93.16156005859375,26.142759323120117,23.83025550842285
2015-01-26,114.65374755859375,117.26066589355469,58.915035247802734,66.63394165039062,27.4744815826416,42.27288818359375,41.31000900268555,92.83715057373047,26.03740692138672,23.86255645751953
2015-01-27,114.0508041381836,115.87003326416016,56.95383071899414,66.25453186035156,26.231571197509766,42.09793472290039,40.516841888427734,91.50627136230469,25.699188232421875,23.566404342651367
2015-01-28,111.00019836425781,122.13227081298828,55.5346565246582,63.469932556152344,25.917003631591797,41.35098648071289,40.00661087036133,90.21697998046875,25.53286361694336,23.375246047973633
2015-01-29,112.24195861816406,129.25172424316406,57.25933837890625,63.03541564941406,26.24691390991211,41.78165817260742,40.67547607421875,90.99056243896484,25.566123962402344,23.617557525634766
2015-01-30,109.29183197021484,127.14390563964844,55.63321304321289,62.74775695800781,25.349258422851562,40.56367111206055,39.55213928222656,88.37871551513672,25.344337463378906,22.87984275817871
2015-02-02,109.46410369873047,127.92230224609375,56.451202392578125,64.90811920166016,25.8172607421875,40.96742248535156,39.410648345947266,89.24378967285156,26.04849624633789,23.076387405395508
2015-02-03,109.27027893066406,128.86688232421875,57.761962890625,67.0317611694336,25.855627059936523,41.0616340637207,40.023765563964844,89.67632293701172,26.51978874206543,23.205625534057617
2015-02-04,108.71038055419922,128.76193237304688,58.1364631652832,66.30961608886719,25.963804244995117,39.73596954345703,39.67647933959961,89.767822265625,26.503150939941406,23.329465866088867
2015-02-05,110.08138275146484,129.96893310546875,58.402557373046875,66.89710998535156,26.226539611816406,39.81672286987305,40.019466400146484,90.51643371582031,26.536428451538086,23.499086380004883
2015-02-06,108.67449188232422,129.4441680908203,58.31385040283203,67.08069610595703,25.731983184814453,39.56101608276367,39.35492706298828,89.50163269042969,27.351486206054688,23.512554168701172
2015-02-09,107.6767578125,129.0768280029297,57.141075134277344,67.5825424194336,25.44608497619629,39.25147247314453,39.08908462524414,88.5783462524414,27.21841049194336,23.13024139404297
2015-02-10,110.0940933227539,129.47911071777344,57.939353942871094,67.42957305908203,26.041086196899414,39.60139465332031,39.766510009765625,90.64118957519531,27.451290130615234,23.501792907714844
2015-02-11,110.48377990722656,130.1743927001953,57.94921112060547,67.3071517944336,25.925174713134766,39.527366638183594,39.14912796020508,91.37318420410156,27.61762809753418,23.24600601196289
2015-02-12,110.5343017578125,130.323974609375,60.37361145019531,68.51226043701172,26.373363494873047,39.62158203125,39.44496154785156,91.3648681640625,27.45682716369629,23.124853134155273
2015-02-13,110.75077819824219,131.76724243164062,61.94060516357422,69.6988296508789,26.55108642578125,39.57447814941406,39.46210479736328,91.03215026855469,27.34039306640625,23.103309631347656
